"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Change in Rolling Seven-Day Average of COVID-19 Cases  - 14-Day Change","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pc_av7dy_2wk_cases","TimeFrame","GeoVintage","Source","Location"
"County","Autauga","AL","01001","=""01001""","49.20","2021-01-14","","New York Times","United States"
"County","Baldwin","AL","01003","=""01003""","-7.78","2021-01-14","","New York Times","United States"
"County","Barbour","AL","01005","=""01005""","-33.88","2021-01-14","","New York Times","United States"
"County","Bibb","AL","01007","=""01007""","7.34","2021-01-14","","New York Times","United States"
"County","Blount","AL","01009","=""01009""","11.04","2021-01-14","","New York Times","United States"
"County","Bullock","AL","01011","=""01011""","-50.51","2021-01-14","","New York Times","United States"
"County","Butler","AL","01013","=""01013""","-4.07","2021-01-14","","New York Times","United States"
"County","Calhoun","AL","01015","=""01015""","37.12","2021-01-14","","New York Times","United States"
"County","Chambers","AL","01017","=""01017""","36.68","2021-01-14","","New York Times","United States"
"County","Cherokee","AL","01019","=""01019""","22.58","2021-01-14","","New York Times","United States"
"County","Chilton","AL","01021","=""01021""","-5.52","2021-01-14","","New York Times","United States"
"County","Choctaw","AL","01023","=""01023""","71.00","2021-01-14","","New York Times","United States"
"County","Clarke","AL","01025","=""01025""","32.56","2021-01-14","","New York Times","United States"
"County","Clay","AL","01027","=""01027""","-9.38","2021-01-14","","New York Times","United States"
"County","Cleburne","AL","01029","=""01029""","55.17","2021-01-14","","New York Times","United States"
"County","Coffee","AL","01031","=""01031""","57.68","2021-01-14","","New York Times","United States"
"County","Colbert","AL","01033","=""01033""","2.63","2021-01-14","","New York Times","United States"
"County","Conecuh","AL","01035","=""01035""","144.75","2021-01-14","","New York Times","United States"
"County","Coosa","AL","01037","=""01037""","-16.67","2021-01-14","","New York Times","United States"
"County","Covington","AL","01039","=""01039""","37.86","2021-01-14","","New York Times","United States"
"County","Crenshaw","AL","01041","=""01041""","37.30","2021-01-14","","New York Times","United States"
"County","Cullman","AL","01043","=""01043""","-10.49","2021-01-14","","New York Times","United States"
"County","Dale","AL","01045","=""01045""","55.71","2021-01-14","","New York Times","United States"
"County","Dallas","AL","01047","=""01047""","-19.03","2021-01-14","","New York Times","United States"
"County","DeKalb","AL","01049","=""01049""","50.45","2021-01-14","","New York Times","United States"
"County","Elmore","AL","01051","=""01051""","-12.13","2021-01-14","","New York Times","United States"
"County","Escambia","AL","01053","=""01053""","42.05","2021-01-14","","New York Times","United States"
"County","Etowah","AL","01055","=""01055""","36.47","2021-01-14","","New York Times","United States"
"County","Fayette","AL","01057","=""01057""","78.19","2021-01-14","","New York Times","United States"
"County","Franklin","AL","01059","=""01059""","23.77","2021-01-14","","New York Times","United States"
"County","Geneva","AL","01061","=""01061""","25.20","2021-01-14","","New York Times","United States"
"County","Greene","AL","01063","=""01063""","-35.15","2021-01-14","","New York Times","United States"
"County","Hale","AL","01065","=""01065""","66.23","2021-01-14","","New York Times","United States"
"County","Henry","AL","01067","=""01067""","2.75","2021-01-14","","New York Times","United States"
"County","Houston","AL","01069","=""01069""","6.18","2021-01-14","","New York Times","United States"
"County","Jackson","AL","01071","=""01071""","-3.81","2021-01-14","","New York Times","United States"
"County","Jefferson","AL","01073","=""01073""","5.15","2021-01-14","","New York Times","United States"
"County","Lamar","AL","01075","=""01075""","-8.54","2021-01-14","","New York Times","United States"
"County","Lauderdale","AL","01077","=""01077""","-2.08","2021-01-14","","New York Times","United States"
"County","Lawrence","AL","01079","=""01079""","28.46","2021-01-14","","New York Times","United States"
"County","Lee","AL","01081","=""01081""","55.54","2021-01-14","","New York Times","United States"
"County","Limestone","AL","01083","=""01083""","13.26","2021-01-14","","New York Times","United States"
"County","Lowndes","AL","01085","=""01085""","100.00","2021-01-14","","New York Times","United States"
"County","Macon","AL","01087","=""01087""","26.97","2021-01-14","","New York Times","United States"
"County","Madison","AL","01089","=""01089""","24.99","2021-01-14","","New York Times","United States"
"County","Marengo","AL","01091","=""01091""","-7.43","2021-01-14","","New York Times","United States"
"County","Marion","AL","01093","=""01093""","2.18","2021-01-14","","New York Times","United States"
"County","Marshall","AL","01095","=""01095""","2.12","2021-01-14","","New York Times","United States"
"County","Mobile","AL","01097","=""01097""","22.77","2021-01-14","","New York Times","United States"
"County","Monroe","AL","01099","=""01099""","-21.61","2021-01-14","","New York Times","United States"
"County","Montgomery","AL","01101","=""01101""","36.74","2021-01-14","","New York Times","United States"
"County","Morgan","AL","01103","=""01103""","-4.86","2021-01-14","","New York Times","United States"
"County","Perry","AL","01105","=""01105""","-10.14","2021-01-14","","New York Times","United States"
"County","Pickens","AL","01107","=""01107""","9.62","2021-01-14","","New York Times","United States"
"County","Pike","AL","01109","=""01109""","82.86","2021-01-14","","New York Times","United States"
"County","Randolph","AL","01111","=""01111""","39.97","2021-01-14","","New York Times","United States"
"County","Russell","AL","01113","=""01113""","38.19","2021-01-14","","New York Times","United States"
"County","St. Clair","AL","01115","=""01115""","9.24","2021-01-14","","New York Times","United States"
"County","Shelby","AL","01117","=""01117""","10.94","2021-01-14","","New York Times","United States"
"County","Sumter","AL","01119","=""01119""","-80.77","2021-01-14","","New York Times","United States"
"County","Talladega","AL","01121","=""01121""","33.89","2021-01-14","","New York Times","United States"
"County","Tallapoosa","AL","01123","=""01123""","-26.28","2021-01-14","","New York Times","United States"
"County","Tuscaloosa","AL","01125","=""01125""","-18.89","2021-01-14","","New York Times","United States"
"County","Walker","AL","01127","=""01127""","-8.89","2021-01-14","","New York Times","United States"
"County","Washington","AL","01129","=""01129""","54.34","2021-01-14","","New York Times","United States"
"County","Wilcox","AL","01131","=""01131""","100.19","2021-01-14","","New York Times","United States"
"County","Winston","AL","01133","=""01133""","-3.05","2021-01-14","","New York Times","United States"
"County","Aleutians East","AK","02013","=""02013""","N/A","2021-01-14","","New York Times","United States"
"County","Aleutians West","AK","02016","=""02016""","10.70","2021-01-14","","New York Times","United States"
"County","Anchorage","AK","02020","=""02020""","0.14","2021-01-14","","New York Times","United States"
"County","Bethel","AK","02050","=""02050""","-52.71","2021-01-14","","New York Times","United States"
"County","Denali","AK","02068","=""02068""","N/A","2021-01-14","","New York Times","United States"
"County","Dillingham","AK","02070","=""02070""","150.88","2021-01-14","","New York Times","United States"
"County","Fairbanks North Star","AK","02090","=""02090""","46.95","2021-01-14","","New York Times","United States"
"County","Haines","AK","02100","=""02100""","N/A","2021-01-14","","New York Times","United States"
"County","Juneau","AK","02110","=""02110""","-13.77","2021-01-14","","New York Times","United States"
"County","Kenai Peninsula","AK","02122","=""02122""","29.41","2021-01-14","","New York Times","United States"
"County","Ketchikan Gateway","AK","02130","=""02130""","55.04","2021-01-14","","New York Times","United States"
"County","Kodiak Island","AK","02150","=""02150""","-25.07","2021-01-14","","New York Times","United States"
"County","Kusilvak","AK","02158","=""02158""","-52.51","2021-01-14","","New York Times","United States"
"County","Matanuska-Susitna","AK","02170","=""02170""","0.00","2021-01-14","","New York Times","United States"
"County","Nome","AK","02180","=""02180""","57.00","2021-01-14","","New York Times","United States"
"County","North Slope","AK","02185","=""02185""","176.46","2021-01-14","","New York Times","United States"
"County","Northwest Arctic","AK","02188","=""02188""","643.00","2021-01-14","","New York Times","United States"
"County","Petersburg","AK","02195","=""02195""","293.10","2021-01-14","","New York Times","United States"
"County","Prince of Wales-Hyder","AK","02198","=""02198""","N/A","2021-01-14","","New York Times","United States"
"County","Sitka","AK","02220","=""02220""","226.32","2021-01-14","","New York Times","United States"
"County","Skagway","AK","02230","=""02230""","-100.00","2021-01-14","","New York Times","United States"
"County","Southeast Fairbanks","AK","02240","=""02240""","-100.00","2021-01-14","","New York Times","United States"
"County","Valdez-Cordova","AK","02261","=""02261""","11.52","2021-01-14","","New York Times","United States"
"County","Wrangell","AK","02275","=""02275""","-100.00","2021-01-14","","New York Times","United States"
"County","Yukon-Koyukuk","AK","02290","=""02290""","762.79","2021-01-14","","New York Times","United States"
"County","Bristol Bay plus Lake and Peninsula","AK","02997","=""02997""","N/A","2021-01-14","","New York Times","United States"
"County","Yakutat plus Hoonah-Angoon","AK","02998","=""02998""","N/A","2021-01-14","","New York Times","United States"
"County","Apache","AZ","04001","=""04001""","2.82","2021-01-14","","New York Times","United States"
"County","Cochise","AZ","04003","=""04003""","16.14","2021-01-14","","New York Times","United States"
"County","Coconino","AZ","04005","=""04005""","84.30","2021-01-14","","New York Times","United States"
"County","Gila","AZ","04007","=""04007""","4.47","2021-01-14","","New York Times","United States"
"County","Graham","AZ","04009","=""04009""","176.89","2021-01-14","","New York Times","United States"
"County","Greenlee","AZ","04011","=""04011""","-20.00","2021-01-14","","New York Times","United States"
"County","La Paz","AZ","04012","=""04012""","20.03","2021-01-14","","New York Times","United States"
"County","Maricopa","AZ","04013","=""04013""","74.58","2021-01-14","","New York Times","United States"
"County","Mohave","AZ","04015","=""04015""","17.86","2021-01-14","","New York Times","United States"
"County","Navajo","AZ","04017","=""04017""","57.37","2021-01-14","","New York Times","United States"
"County","Pima","AZ","04019","=""04019""","40.35","2021-01-14","","New York Times","United States"
"County","Pinal","AZ","04021","=""04021""","73.80","2021-01-14","","New York Times","United States"
"County","Santa Cruz","AZ","04023","=""04023""","8.98","2021-01-14","","New York Times","United States"
"County","Yavapai","AZ","04025","=""04025""","23.35","2021-01-14","","New York Times","United States"
"County","Yuma","AZ","04027","=""04027""","37.27","2021-01-14","","New York Times","United States"
"County","Arkansas","AR","05001","=""05001""","-6.07","2021-01-14","","New York Times","United States"
"County","Ashley","AR","05003","=""05003""","64.41","2021-01-14","","New York Times","United States"
"County","Baxter","AR","05005","=""05005""","-12.12","2021-01-14","","New York Times","United States"
"County","Benton","AR","05007","=""05007""","111.02","2021-01-14","","New York Times","United States"
"County","Boone","AR","05009","=""05009""","22.03","2021-01-14","","New York Times","United States"
"County","Bradley","AR","05011","=""05011""","21.40","2021-01-14","","New York Times","United States"
"County","Calhoun","AR","05013","=""05013""","9.67","2021-01-14","","New York Times","United States"
"County","Carroll","AR","05015","=""05015""","38.58","2021-01-14","","New York Times","United States"
"County","Chicot","AR","05017","=""05017""","19.41","2021-01-14","","New York Times","United States"
"County","Clark","AR","05019","=""05019""","13.46","2021-01-14","","New York Times","United States"
"County","Clay","AR","05021","=""05021""","-1.69","2021-01-14","","New York Times","United States"
"County","Cleburne","AR","05023","=""05023""","-13.43","2021-01-14","","New York Times","United States"
"County","Cleveland","AR","05025","=""05025""","-2.28","2021-01-14","","New York Times","United States"
"County","Columbia","AR","05027","=""05027""","1.14","2021-01-14","","New York Times","United States"
"County","Conway","AR","05029","=""05029""","27.03","2021-01-14","","New York Times","United States"
"County","Craighead","AR","05031","=""05031""","6.44","2021-01-14","","New York Times","United States"
"County","Crawford","AR","05033","=""05033""","82.15","2021-01-14","","New York Times","United States"
"County","Crittenden","AR","05035","=""05035""","67.93","2021-01-14","","New York Times","United States"
"County","Cross","AR","05037","=""05037""","-11.78","2021-01-14","","New York Times","United States"
"County","Dallas","AR","05039","=""05039""","132.21","2021-01-14","","New York Times","United States"
"County","Desha","AR","05041","=""05041""","-3.44","2021-01-14","","New York Times","United States"
"County","Drew","AR","05043","=""05043""","50.00","2021-01-14","","New York Times","United States"
"County","Faulkner","AR","05045","=""05045""","8.41","2021-01-14","","New York Times","United States"
"County","Franklin","AR","05047","=""05047""","98.22","2021-01-14","","New York Times","United States"
"County","Fulton","AR","05049","=""05049""","-56.76","2021-01-14","","New York Times","United States"
"County","Garland","AR","05051","=""05051""","54.84","2021-01-14","","New York Times","United States"
"County","Grant","AR","05053","=""05053""","-36.89","2021-01-14","","New York Times","United States"
"County","Greene","AR","05055","=""05055""","35.21","2021-01-14","","New York Times","United States"
"County","Hempstead","AR","05057","=""05057""","48.25","2021-01-14","","New York Times","United States"
"County","Hot Spring","AR","05059","=""05059""","-7.15","2021-01-14","","New York Times","United States"
"County","Howard","AR","05061","=""05061""","9.06","2021-01-14","","New York Times","United States"
"County","Independence","AR","05063","=""05063""","22.37","2021-01-14","","New York Times","United States"
"County","Izard","AR","05065","=""05065""","-57.03","2021-01-14","","New York Times","United States"
"County","Jackson","AR","05067","=""05067""","-9.09","2021-01-14","","New York Times","United States"
"County","Jefferson","AR","05069","=""05069""","6.36","2021-01-14","","New York Times","United States"
"County","Johnson","AR","05071","=""05071""","53.67","2021-01-14","","New York Times","United States"
"County","Lafayette","AR","05073","=""05073""","-14.33","2021-01-14","","New York Times","United States"
"County","Lawrence","AR","05075","=""05075""","-12.77","2021-01-14","","New York Times","United States"
"County","Lee","AR","05077","=""05077""","5.64","2021-01-14","","New York Times","United States"
"County","Lincoln","AR","05079","=""05079""","-25.45","2021-01-14","","New York Times","United States"
"County","Little River","AR","05081","=""05081""","-12.72","2021-01-14","","New York Times","United States"
"County","Logan","AR","05083","=""05083""","80.64","2021-01-14","","New York Times","United States"
"County","Lonoke","AR","05085","=""05085""","26.58","2021-01-14","","New York Times","United States"
"County","Madison","AR","05087","=""05087""","0.00","2021-01-14","","New York Times","United States"
"County","Marion","AR","05089","=""05089""","39.97","2021-01-14","","New York Times","United States"
"County","Miller","AR","05091","=""05091""","20.85","2021-01-14","","New York Times","United States"
"County","Mississippi","AR","05093","=""05093""","-0.48","2021-01-14","","New York Times","United States"
"County","Monroe","AR","05095","=""05095""","35.03","2021-01-14","","New York Times","United States"
"County","Montgomery","AR","05097","=""05097""","110.39","2021-01-14","","New York Times","United States"
"County","Nevada","AR","05099","=""05099""","42.11","2021-01-14","","New York Times","United States"
"County","Newton","AR","05101","=""05101""","-21.50","2021-01-14","","New York Times","United States"
"County","Ouachita","AR","05103","=""05103""","39.60","2021-01-14","","New York Times","United States"
"County","Perry","AR","05105","=""05105""","39.50","2021-01-14","","New York Times","United States"
"County","Phillips","AR","05107","=""05107""","121.84","2021-01-14","","New York Times","United States"
"County","Pike","AR","05109","=""05109""","24.93","2021-01-14","","New York Times","United States"
"County","Poinsett","AR","05111","=""05111""","-11.01","2021-01-14","","New York Times","United States"
"County","Polk","AR","05113","=""05113""","27.92","2021-01-14","","New York Times","United States"
"County","Pope","AR","05115","=""05115""","12.38","2021-01-14","","New York Times","United States"
"County","Prairie","AR","05117","=""05117""","33.55","2021-01-14","","New York Times","United States"
"County","Pulaski","AR","05119","=""05119""","11.99","2021-01-14","","New York Times","United States"
"County","Randolph","AR","05121","=""05121""","0.94","2021-01-14","","New York Times","United States"
"County","St. Francis","AR","05123","=""05123""","82.95","2021-01-14","","New York Times","United States"
"County","Saline","AR","05125","=""05125""","47.86","2021-01-14","","New York Times","United States"
"County","Scott","AR","05127","=""05127""","12.20","2021-01-14","","New York Times","United States"
"County","Searcy","AR","05129","=""05129""","-28.60","2021-01-14","","New York Times","United States"
"County","Sebastian","AR","05131","=""05131""","137.54","2021-01-14","","New York Times","United States"
"County","Sevier","AR","05133","=""05133""","2.72","2021-01-14","","New York Times","United States"
"County","Sharp","AR","05135","=""05135""","3.17","2021-01-14","","New York Times","United States"
"County","Stone","AR","05137","=""05137""","45.15","2021-01-14","","New York Times","United States"
"County","Union","AR","05139","=""05139""","-9.90","2021-01-14","","New York Times","United States"
"County","Van Buren","AR","05141","=""05141""","164.33","2021-01-14","","New York Times","United States"
"County","Washington","AR","05143","=""05143""","53.06","2021-01-14","","New York Times","United States"
"County","White","AR","05145","=""05145""","-24.45","2021-01-14","","New York Times","United States"
"County","Woodruff","AR","05147","=""05147""","-9.22","2021-01-14","","New York Times","United States"
"County","Yell","AR","05149","=""05149""","17.47","2021-01-14","","New York Times","United States"
"County","Alameda","CA","06001","=""06001""","40.27","2021-01-14","","New York Times","United States"
"County","Alpine","CA","06003","=""06003""","0.00","2021-01-14","","New York Times","United States"
"County","Amador","CA","06005","=""06005""","-36.46","2021-01-14","","New York Times","United States"
"County","Butte","CA","06007","=""06007""","-0.75","2021-01-14","","New York Times","United States"
"County","Calaveras","CA","06009","=""06009""","33.32","2021-01-14","","New York Times","United States"
"County","Colusa","CA","06011","=""06011""","13.13","2021-01-14","","New York Times","United States"
"County","Contra Costa","CA","06013","=""06013""","21.47","2021-01-14","","New York Times","United States"
"County","Del Norte","CA","06015","=""06015""","-30.79","2021-01-14","","New York Times","United States"
"County","El Dorado","CA","06017","=""06017""","36.44","2021-01-14","","New York Times","United States"
"County","Fresno","CA","06019","=""06019""","39.94","2021-01-14","","New York Times","United States"
"County","Glenn","CA","06021","=""06021""","162.43","2021-01-14","","New York Times","United States"
"County","Humboldt","CA","06023","=""06023""","-1.34","2021-01-14","","New York Times","United States"
"County","Imperial","CA","06025","=""06025""","39.51","2021-01-14","","New York Times","United States"
"County","Inyo","CA","06027","=""06027""","187.16","2021-01-14","","New York Times","United States"
"County","Kern","CA","06029","=""06029""","17.40","2021-01-14","","New York Times","United States"
"County","Kings","CA","06031","=""06031""","56.77","2021-01-14","","New York Times","United States"
"County","Lake","CA","06033","=""06033""","22.55","2021-01-14","","New York Times","United States"
"County","Lassen","CA","06035","=""06035""","-76.52","2021-01-14","","New York Times","United States"
"County","Los Angeles","CA","06037","=""06037""","11.32","2021-01-14","","New York Times","United States"
"County","Madera","CA","06039","=""06039""","-7.32","2021-01-14","","New York Times","United States"
"County","Marin","CA","06041","=""06041""","69.54","2021-01-14","","New York Times","United States"
"County","Mariposa","CA","06043","=""06043""","-4.90","2021-01-14","","New York Times","United States"
"County","Mendocino","CA","06045","=""06045""","4.10","2021-01-14","","New York Times","United States"
"County","Merced","CA","06047","=""06047""","24.17","2021-01-14","","New York Times","United States"
"County","Modoc","CA","06049","=""06049""","-32.28","2021-01-14","","New York Times","United States"
"County","Mono","CA","06051","=""06051""","107.52","2021-01-14","","New York Times","United States"
"County","Monterey","CA","06053","=""06053""","25.74","2021-01-14","","New York Times","United States"
"County","Napa","CA","06055","=""06055""","22.49","2021-01-14","","New York Times","United States"
"County","Nevada","CA","06057","=""06057""","12.38","2021-01-14","","New York Times","United States"
"County","Orange","CA","06059","=""06059""","4.47","2021-01-14","","New York Times","United States"
"County","Placer","CA","06061","=""06061""","-13.00","2021-01-14","","New York Times","United States"
"County","Plumas","CA","06063","=""06063""","55.31","2021-01-14","","New York Times","United States"
"County","Riverside","CA","06065","=""06065""","29.90","2021-01-14","","New York Times","United States"
"County","Sacramento","CA","06067","=""06067""","16.03","2021-01-14","","New York Times","United States"
"County","San Benito","CA","06069","=""06069""","29.19","2021-01-14","","New York Times","United States"
"County","San Bernardino","CA","06071","=""06071""","23.87","2021-01-14","","New York Times","United States"
"County","San Diego","CA","06073","=""06073""","26.95","2021-01-14","","New York Times","United States"
"County","San Francisco","CA","06075","=""06075""","41.31","2021-01-14","","New York Times","United States"
"County","San Joaquin","CA","06077","=""06077""","22.26","2021-01-14","","New York Times","United States"
"County","San Luis Obispo","CA","06079","=""06079""","114.03","2021-01-14","","New York Times","United States"
"County","San Mateo","CA","06081","=""06081""","33.99","2021-01-14","","New York Times","United States"
"County","Santa Barbara","CA","06083","=""06083""","86.33","2021-01-14","","New York Times","United States"
"County","Santa Clara","CA","06085","=""06085""","10.32","2021-01-14","","New York Times","United States"
"County","Santa Cruz","CA","06087","=""06087""","20.41","2021-01-14","","New York Times","United States"
"County","Shasta","CA","06089","=""06089""","43.82","2021-01-14","","New York Times","United States"
"County","Sierra","CA","06091","=""06091""","107.14","2021-01-14","","New York Times","United States"
"County","Siskiyou","CA","06093","=""06093""","7.98","2021-01-14","","New York Times","United States"
"County","Solano","CA","06095","=""06095""","29.51","2021-01-14","","New York Times","United States"
"County","Sonoma","CA","06097","=""06097""","29.61","2021-01-14","","New York Times","United States"
"County","Stanislaus","CA","06099","=""06099""","33.15","2021-01-14","","New York Times","United States"
"County","Sutter","CA","06101","=""06101""","10.68","2021-01-14","","New York Times","United States"
"County","Tehama","CA","06103","=""06103""","23.04","2021-01-14","","New York Times","United States"
"County","Trinity","CA","06105","=""06105""","-12.66","2021-01-14","","New York Times","United States"
"County","Tulare","CA","06107","=""06107""","16.15","2021-01-14","","New York Times","United States"
"County","Tuolumne","CA","06109","=""06109""","-53.09","2021-01-14","","New York Times","United States"
"County","Ventura","CA","06111","=""06111""","46.56","2021-01-14","","New York Times","United States"
"County","Yolo","CA","06113","=""06113""","16.43","2021-01-14","","New York Times","United States"
"County","Yuba","CA","06115","=""06115""","41.85","2021-01-14","","New York Times","United States"
"County","Adams","CO","08001","=""08001""","-13.30","2021-01-14","","New York Times","United States"
"County","Alamosa","CO","08003","=""08003""","44.55","2021-01-14","","New York Times","United States"
"County","Arapahoe","CO","08005","=""08005""","12.68","2021-01-14","","New York Times","United States"
"County","Archuleta","CO","08007","=""08007""","0.00","2021-01-14","","New York Times","United States"
"County","Baca","CO","08009","=""08009""","-4.56","2021-01-14","","New York Times","United States"
"County","Bent","CO","08011","=""08011""","-37.27","2021-01-14","","New York Times","United States"
"County","Boulder","CO","08013","=""08013""","0.67","2021-01-14","","New York Times","United States"
"County","Broomfield","CO","08014","=""08014""","22.26","2021-01-14","","New York Times","United States"
"County","Chaffee","CO","08015","=""08015""","58.98","2021-01-14","","New York Times","United States"
"County","Cheyenne","CO","08017","=""08017""","165.12","2021-01-14","","New York Times","United States"
"County","Clear Creek","CO","08019","=""08019""","23.46","2021-01-14","","New York Times","United States"
"County","Conejos","CO","08021","=""08021""","46.91","2021-01-14","","New York Times","United States"
"County","Costilla","CO","08023","=""08023""","16.28","2021-01-14","","New York Times","United States"
"County","Crowley","CO","08025","=""08025""","-48.86","2021-01-14","","New York Times","United States"
"County","Custer","CO","08027","=""08027""","144.83","2021-01-14","","New York Times","United States"
"County","Delta","CO","08029","=""08029""","57.14","2021-01-14","","New York Times","United States"
"County","Denver","CO","08031","=""08031""","9.77","2021-01-14","","New York Times","United States"
"County","Dolores","CO","08033","=""08033""","-67.44","2021-01-14","","New York Times","United States"
"County","Douglas","CO","08035","=""08035""","21.54","2021-01-14","","New York Times","United States"
"County","Eagle","CO","08037","=""08037""","24.65","2021-01-14","","New York Times","United States"
"County","Elbert","CO","08039","=""08039""","-17.73","2021-01-14","","New York Times","United States"
"County","El Paso","CO","08041","=""08041""","3.76","2021-01-14","","New York Times","United States"
"County","Fremont","CO","08043","=""08043""","-54.05","2021-01-14","","New York Times","United States"
"County","Garfield","CO","08045","=""08045""","5.40","2021-01-14","","New York Times","United States"
"County","Gilpin","CO","08047","=""08047""","-43.00","2021-01-14","","New York Times","United States"
"County","Grand","CO","08049","=""08049""","29.81","2021-01-14","","New York Times","United States"
"County","Gunnison","CO","08051","=""08051""","86.17","2021-01-14","","New York Times","United States"
"County","Hinsdale","CO","08053","=""08053""","0.00","2021-01-14","","New York Times","United States"
"County","Huerfano","CO","08055","=""08055""","-86.00","2021-01-14","","New York Times","United States"
"County","Jackson","CO","08057","=""08057""","144.83","2021-01-14","","New York Times","United States"
"County","Jefferson","CO","08059","=""08059""","11.34","2021-01-14","","New York Times","United States"
"County","Kiowa","CO","08061","=""08061""","32.56","2021-01-14","","New York Times","United States"
"County","Kit Carson","CO","08063","=""08063""","137.72","2021-01-14","","New York Times","United States"
"County","Lake","CO","08065","=""08065""","-46.09","2021-01-14","","New York Times","United States"
"County","La Plata","CO","08067","=""08067""","84.86","2021-01-14","","New York Times","United States"
"County","Larimer","CO","08069","=""08069""","15.38","2021-01-14","","New York Times","United States"
"County","Las Animas","CO","08071","=""08071""","219.91","2021-01-14","","New York Times","United States"
"County","Lincoln","CO","08073","=""08073""","-56.02","2021-01-14","","New York Times","United States"
"County","Logan","CO","08075","=""08075""","63.44","2021-01-14","","New York Times","United States"
"County","Mesa","CO","08077","=""08077""","82.60","2021-01-14","","New York Times","United States"
"County","Mineral","CO","08079","=""08079""","514.29","2021-01-14","","New York Times","United States"
"County","Moffat","CO","08081","=""08081""","-15.03","2021-01-14","","New York Times","United States"
"County","Montezuma","CO","08083","=""08083""","72.58","2021-01-14","","New York Times","United States"
"County","Montrose","CO","08085","=""08085""","43.96","2021-01-14","","New York Times","United States"
"County","Morgan","CO","08087","=""08087""","32.71","2021-01-14","","New York Times","United States"
"County","Otero","CO","08089","=""08089""","-38.21","2021-01-14","","New York Times","United States"
"County","Ouray","CO","08091","=""08091""","166.28","2021-01-14","","New York Times","United States"
"County","Park","CO","08093","=""08093""","41.08","2021-01-14","","New York Times","United States"
"County","Phillips","CO","08095","=""08095""","-62.52","2021-01-14","","New York Times","United States"
"County","Pitkin","CO","08097","=""08097""","98.61","2021-01-14","","New York Times","United States"
"County","Prowers","CO","08099","=""08099""","-30.44","2021-01-14","","New York Times","United States"
"County","Pueblo","CO","08101","=""08101""","-37.54","2021-01-14","","New York Times","United States"
"County","Rio Blanco","CO","08103","=""08103""","243.00","2021-01-14","","New York Times","United States"
"County","Rio Grande","CO","08105","=""08105""","550.00","2021-01-14","","New York Times","United States"
"County","Routt","CO","08107","=""08107""","159.40","2021-01-14","","New York Times","United States"
"County","Saguache","CO","08109","=""08109""","201.41","2021-01-14","","New York Times","United States"
"County","San Juan","CO","08111","=""08111""","N/A","2021-01-14","","New York Times","United States"
"County","San Miguel","CO","08113","=""08113""","227.39","2021-01-14","","New York Times","United States"
"County","Sedgwick","CO","08115","=""08115""","737.93","2021-01-14","","New York Times","United States"
"County","Summit","CO","08117","=""08117""","43.18","2021-01-14","","New York Times","United States"
"County","Teller","CO","08119","=""08119""","-1.85","2021-01-14","","New York Times","United States"
"County","Washington","CO","08121","=""08121""","-24.56","2021-01-14","","New York Times","United States"
"County","Weld","CO","08123","=""08123""","-11.17","2021-01-14","","New York Times","United States"
"County","Yuma","CO","08125","=""08125""","-13.26","2021-01-14","","New York Times","United States"
"County","Fairfield","CT","09001","=""09001""","51.55","2021-01-14","","New York Times","United States"
"County","Hartford","CT","09003","=""09003""","42.28","2021-01-14","","New York Times","United States"
"County","Litchfield","CT","09005","=""09005""","43.85","2021-01-14","","New York Times","United States"
"County","Middlesex","CT","09007","=""09007""","1.15","2021-01-14","","New York Times","United States"
"County","New Haven","CT","09009","=""09009""","35.05","2021-01-14","","New York Times","United States"
"County","New London","CT","09011","=""09011""","88.70","2021-01-14","","New York Times","United States"
"County","Tolland","CT","09013","=""09013""","35.49","2021-01-14","","New York Times","United States"
"County","Windham","CT","09015","=""09015""","59.38","2021-01-14","","New York Times","United States"
"County","Kent","DE","10001","=""10001""","5.56","2021-01-14","","New York Times","United States"
"County","New Castle","DE","10003","=""10003""","3.06","2021-01-14","","New York Times","United States"
"County","Sussex","DE","10005","=""10005""","60.44","2021-01-14","","New York Times","United States"
"County","District of Columbia","DC","11001","=""11001""","33.81","2021-01-14","","New York Times","United States"
"County","Alachua","FL","12001","=""12001""","88.75","2021-01-14","","New York Times","United States"
"County","Baker","FL","12003","=""12003""","46.90","2021-01-14","","New York Times","United States"
"County","Bay","FL","12005","=""12005""","8.05","2021-01-14","","New York Times","United States"
"County","Bradford","FL","12007","=""12007""","13.72","2021-01-14","","New York Times","United States"
"County","Brevard","FL","12009","=""12009""","68.99","2021-01-14","","New York Times","United States"
"County","Broward","FL","12011","=""12011""","33.67","2021-01-14","","New York Times","United States"
"County","Calhoun","FL","12013","=""12013""","-15.80","2021-01-14","","New York Times","United States"
"County","Charlotte","FL","12015","=""12015""","8.27","2021-01-14","","New York Times","United States"
"County","Citrus","FL","12017","=""12017""","12.98","2021-01-14","","New York Times","United States"
"County","Clay","FL","12019","=""12019""","32.39","2021-01-14","","New York Times","United States"
"County","Collier","FL","12021","=""12021""","40.35","2021-01-14","","New York Times","United States"
"County","Columbia","FL","12023","=""12023""","0.59","2021-01-14","","New York Times","United States"
"County","DeSoto","FL","12027","=""12027""","42.70","2021-01-14","","New York Times","United States"
