"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Change in Rolling Seven-Day Average of COVID-19 Cases  - 14-Day Change","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pc_av7dy_2wk_cases","TimeFrame","GeoVintage","Source","Location"
"County","Greene","GA","13133","=""13133""","0.00","2021-01-14","","New York Times","United States"
"County","Gwinnett","GA","13135","=""13135""","68.51","2021-01-14","","New York Times","United States"
"County","Habersham","GA","13137","=""13137""","-2.89","2021-01-14","","New York Times","United States"
"County","Hall","GA","13139","=""13139""","52.80","2021-01-14","","New York Times","United States"
"County","Hancock","GA","13141","=""13141""","-41.02","2021-01-14","","New York Times","United States"
"County","Haralson","GA","13143","=""13143""","14.00","2021-01-14","","New York Times","United States"
"County","Harris","GA","13145","=""13145""","34.11","2021-01-14","","New York Times","United States"
"County","Hart","GA","13147","=""13147""","13.50","2021-01-14","","New York Times","United States"
"County","Heard","GA","13149","=""13149""","41.55","2021-01-14","","New York Times","United States"
"County","Henry","GA","13151","=""13151""","27.49","2021-01-14","","New York Times","United States"
"County","Houston","GA","13153","=""13153""","25.79","2021-01-14","","New York Times","United States"
"County","Irwin","GA","13155","=""13155""","32.33","2021-01-14","","New York Times","United States"
"County","Jackson","GA","13157","=""13157""","53.20","2021-01-14","","New York Times","United States"
"County","Jasper","GA","13159","=""13159""","40.23","2021-01-14","","New York Times","United States"
"County","Jeff Davis","GA","13161","=""13161""","15.05","2021-01-14","","New York Times","United States"
"County","Jefferson","GA","13163","=""13163""","88.63","2021-01-14","","New York Times","United States"
"County","Jenkins","GA","13165","=""13165""","147.42","2021-01-14","","New York Times","United States"
"County","Johnson","GA","13167","=""13167""","0.00","2021-01-14","","New York Times","United States"
"County","Jones","GA","13169","=""13169""","20.68","2021-01-14","","New York Times","United States"
"County","Lamar","GA","13171","=""13171""","22.59","2021-01-14","","New York Times","United States"
"County","Lanier","GA","13173","=""13173""","60.00","2021-01-14","","New York Times","United States"
"County","Laurens","GA","13175","=""13175""","1.72","2021-01-14","","New York Times","United States"
"County","Lee","GA","13177","=""13177""","46.17","2021-01-14","","New York Times","United States"
"County","Liberty","GA","13179","=""13179""","127.10","2021-01-14","","New York Times","United States"
"County","Lincoln","GA","13181","=""13181""","88.07","2021-01-14","","New York Times","United States"
"County","Long","GA","13183","=""13183""","15.97","2021-01-14","","New York Times","United States"
"County","Lowndes","GA","13185","=""13185""","-2.33","2021-01-14","","New York Times","United States"
"County","Lumpkin","GA","13187","=""13187""","48.94","2021-01-14","","New York Times","United States"
"County","McDuffie","GA","13189","=""13189""","86.24","2021-01-14","","New York Times","United States"
"County","McIntosh","GA","13191","=""13191""","26.95","2021-01-14","","New York Times","United States"
"County","Macon","GA","13193","=""13193""","16.73","2021-01-14","","New York Times","United States"
"County","Madison","GA","13195","=""13195""","77.57","2021-01-14","","New York Times","United States"
"County","Marion","GA","13197","=""13197""","286.90","2021-01-14","","New York Times","United States"
"County","Meriwether","GA","13199","=""13199""","75.37","2021-01-14","","New York Times","United States"
"County","Miller","GA","13201","=""13201""","25.10","2021-01-14","","New York Times","United States"
"County","Mitchell","GA","13205","=""13205""","41.44","2021-01-14","","New York Times","United States"
"County","Monroe","GA","13207","=""13207""","-7.09","2021-01-14","","New York Times","United States"
"County","Montgomery","GA","13209","=""13209""","-19.71","2021-01-14","","New York Times","United States"
"County","Morgan","GA","13211","=""13211""","77.15","2021-01-14","","New York Times","United States"
"County","Murray","GA","13213","=""13213""","-5.73","2021-01-14","","New York Times","United States"
"County","Muscogee","GA","13215","=""13215""","25.68","2021-01-14","","New York Times","United States"
"County","Newton","GA","13217","=""13217""","51.05","2021-01-14","","New York Times","United States"
"County","Oconee","GA","13219","=""13219""","-0.73","2021-01-14","","New York Times","United States"
"County","Oglethorpe","GA","13221","=""13221""","22.09","2021-01-14","","New York Times","United States"
"County","Paulding","GA","13223","=""13223""","20.84","2021-01-14","","New York Times","United States"
"County","Peach","GA","13225","=""13225""","24.42","2021-01-14","","New York Times","United States"
"County","Pickens","GA","13227","=""13227""","35.27","2021-01-14","","New York Times","United States"
"County","Pierce","GA","13229","=""13229""","63.34","2021-01-14","","New York Times","United States"
"County","Pike","GA","13231","=""13231""","-17.42","2021-01-14","","New York Times","United States"
"County","Polk","GA","13233","=""13233""","48.90","2021-01-14","","New York Times","United States"
"County","Pulaski","GA","13235","=""13235""","20.00","2021-01-14","","New York Times","United States"
"County","Putnam","GA","13237","=""13237""","7.99","2021-01-14","","New York Times","United States"
"County","Quitman","GA","13239","=""13239""","13.16","2021-01-14","","New York Times","United States"
"County","Rabun","GA","13241","=""13241""","-10.17","2021-01-14","","New York Times","United States"
"County","Randolph","GA","13243","=""13243""","86.63","2021-01-14","","New York Times","United States"
"County","Richmond","GA","13245","=""13245""","74.87","2021-01-14","","New York Times","United States"
"County","Rockdale","GA","13247","=""13247""","67.90","2021-01-14","","New York Times","United States"
"County","Schley","GA","13249","=""13249""","-24.56","2021-01-14","","New York Times","United States"
"County","Screven","GA","13251","=""13251""","84.91","2021-01-14","","New York Times","United States"
"County","Seminole","GA","13253","=""13253""","68.60","2021-01-14","","New York Times","United States"
"County","Spalding","GA","13255","=""13255""","7.19","2021-01-14","","New York Times","United States"
"County","Stephens","GA","13257","=""13257""","0.82","2021-01-14","","New York Times","United States"
"County","Stewart","GA","13259","=""13259""","8.77","2021-01-14","","New York Times","United States"
"County","Sumter","GA","13261","=""13261""","48.51","2021-01-14","","New York Times","United States"
"County","Talbot","GA","13263","=""13263""","143.23","2021-01-14","","New York Times","United States"
"County","Taliaferro","GA","13265","=""13265""","166.28","2021-01-14","","New York Times","United States"
"County","Tattnall","GA","13267","=""13267""","50.94","2021-01-14","","New York Times","United States"
"County","Taylor","GA","13269","=""13269""","27.82","2021-01-14","","New York Times","United States"
"County","Telfair","GA","13271","=""13271""","88.43","2021-01-14","","New York Times","United States"
"County","Terrell","GA","13273","=""13273""","100.32","2021-01-14","","New York Times","United States"
"County","Thomas","GA","13275","=""13275""","85.59","2021-01-14","","New York Times","United States"
"County","Tift","GA","13277","=""13277""","-20.22","2021-01-14","","New York Times","United States"
"County","Toombs","GA","13279","=""13279""","-2.26","2021-01-14","","New York Times","United States"
"County","Towns","GA","13281","=""13281""","47.64","2021-01-14","","New York Times","United States"
"County","Treutlen","GA","13283","=""13283""","69.87","2021-01-14","","New York Times","United States"
"County","Troup","GA","13285","=""13285""","85.89","2021-01-14","","New York Times","United States"
"County","Turner","GA","13287","=""13287""","10.25","2021-01-14","","New York Times","United States"
"County","Twiggs","GA","13289","=""13289""","-19.08","2021-01-14","","New York Times","United States"
"County","Union","GA","13291","=""13291""","46.23","2021-01-14","","New York Times","United States"
"County","Upson","GA","13293","=""13293""","3.72","2021-01-14","","New York Times","United States"
"County","Walker","GA","13295","=""13295""","60.06","2021-01-14","","New York Times","United States"
"County","Walton","GA","13297","=""13297""","14.07","2021-01-14","","New York Times","United States"
"County","Ware","GA","13299","=""13299""","86.73","2021-01-14","","New York Times","United States"
"County","Warren","GA","13301","=""13301""","270.37","2021-01-14","","New York Times","United States"
"County","Washington","GA","13303","=""13303""","41.86","2021-01-14","","New York Times","United States"
"County","Wayne","GA","13305","=""13305""","129.41","2021-01-14","","New York Times","United States"
"County","Webster","GA","13307","=""13307""","75.44","2021-01-14","","New York Times","United States"
"County","Wheeler","GA","13309","=""13309""","54.90","2021-01-14","","New York Times","United States"
"County","White","GA","13311","=""13311""","26.43","2021-01-14","","New York Times","United States"
"County","Whitfield","GA","13313","=""13313""","52.55","2021-01-14","","New York Times","United States"
"County","Wilcox","GA","13315","=""13315""","22.59","2021-01-14","","New York Times","United States"
"County","Wilkes","GA","13317","=""13317""","55.44","2021-01-14","","New York Times","United States"
"County","Wilkinson","GA","13319","=""13319""","-14.63","2021-01-14","","New York Times","United States"
"County","Worth","GA","13321","=""13321""","21.73","2021-01-14","","New York Times","United States"
"County","Hawaii","HI","15001","=""15001""","117.69","2021-01-14","","New York Times","United States"
"County","Honolulu","HI","15003","=""15003""","58.67","2021-01-14","","New York Times","United States"
"County","Kalawao","HI","15005","=""15005""","N/A","2021-01-14","","New York Times","United States"
"County","Kauai","HI","15007","=""15007""","166.28","2021-01-14","","New York Times","United States"
"County","Maui","HI","15009","=""15009""","53.98","2021-01-14","","New York Times","United States"
"County","Ada","ID","16001","=""16001""","-27.87","2021-01-14","","New York Times","United States"
"County","Adams","ID","16003","=""16003""","-66.73","2021-01-14","","New York Times","United States"
"County","Bannock","ID","16005","=""16005""","-2.45","2021-01-14","","New York Times","United States"
"County","Bear Lake","ID","16007","=""16007""","-8.45","2021-01-14","","New York Times","United States"
"County","Benewah","ID","16009","=""16009""","-6.76","2021-01-14","","New York Times","United States"
"County","Bingham","ID","16011","=""16011""","-6.65","2021-01-14","","New York Times","United States"
"County","Blaine","ID","16013","=""16013""","247.42","2021-01-14","","New York Times","United States"
"County","Boise","ID","16015","=""16015""","40.85","2021-01-14","","New York Times","United States"
"County","Bonner","ID","16017","=""16017""","19.97","2021-01-14","","New York Times","United States"
"County","Bonneville","ID","16019","=""16019""","-15.05","2021-01-14","","New York Times","United States"
"County","Boundary","ID","16021","=""16021""","3.38","2021-01-14","","New York Times","United States"
"County","Butte","ID","16023","=""16023""","200.00","2021-01-14","","New York Times","United States"
"County","Camas","ID","16025","=""16025""","N/A","2021-01-14","","New York Times","United States"
"County","Canyon","ID","16027","=""16027""","21.99","2021-01-14","","New York Times","United States"
"County","Caribou","ID","16029","=""16029""","-12.87","2021-01-14","","New York Times","United States"
"County","Cassia","ID","16031","=""16031""","-6.65","2021-01-14","","New York Times","United States"
"County","Clark","ID","16033","=""16033""","N/A","2021-01-14","","New York Times","United States"
"County","Clearwater","ID","16035","=""16035""","-26.95","2021-01-14","","New York Times","United States"
"County","Custer","ID","16037","=""16037""","43.00","2021-01-14","","New York Times","United States"
"County","Elmore","ID","16039","=""16039""","-13.89","2021-01-14","","New York Times","United States"
"County","Franklin","ID","16041","=""16041""","-25.17","2021-01-14","","New York Times","United States"
"County","Fremont","ID","16043","=""16043""","-22.18","2021-01-14","","New York Times","United States"
"County","Gem","ID","16045","=""16045""","38.71","2021-01-14","","New York Times","United States"
"County","Gooding","ID","16047","=""16047""","24.83","2021-01-14","","New York Times","United States"
"County","Idaho","ID","16049","=""16049""","-42.30","2021-01-14","","New York Times","United States"
"County","Jefferson","ID","16051","=""16051""","-4.85","2021-01-14","","New York Times","United States"
"County","Jerome","ID","16053","=""16053""","-6.14","2021-01-14","","New York Times","United States"
"County","Kootenai","ID","16055","=""16055""","28.59","2021-01-14","","New York Times","United States"
"County","Latah","ID","16057","=""16057""","255.34","2021-01-14","","New York Times","United States"
"County","Lemhi","ID","16059","=""16059""","-43.00","2021-01-14","","New York Times","United States"
"County","Lewis","ID","16061","=""16061""","0.00","2021-01-14","","New York Times","United States"
"County","Lincoln","ID","16063","=""16063""","397.67","2021-01-14","","New York Times","United States"
"County","Madison","ID","16065","=""16065""","88.43","2021-01-14","","New York Times","United States"
"County","Minidoka","ID","16067","=""16067""","5.68","2021-01-14","","New York Times","United States"
"County","Nez Perce","ID","16069","=""16069""","-8.43","2021-01-14","","New York Times","United States"
"County","Oneida","ID","16071","=""16071""","181.69","2021-01-14","","New York Times","United States"
"County","Owyhee","ID","16073","=""16073""","9.24","2021-01-14","","New York Times","United States"
"County","Payette","ID","16075","=""16075""","20.67","2021-01-14","","New York Times","United States"
"County","Power","ID","16077","=""16077""","13.16","2021-01-14","","New York Times","United States"
"County","Shoshone","ID","16079","=""16079""","-2.84","2021-01-14","","New York Times","United States"
"County","Teton","ID","16081","=""16081""","36.52","2021-01-14","","New York Times","United States"
"County","Twin Falls","ID","16083","=""16083""","24.28","2021-01-14","","New York Times","United States"
"County","Valley","ID","16085","=""16085""","-14.94","2021-01-14","","New York Times","United States"
"County","Washington","ID","16087","=""16087""","-3.06","2021-01-14","","New York Times","United States"
"County","Adams","IL","17001","=""17001""","-27.15","2021-01-14","","New York Times","United States"
"County","Alexander","IL","17003","=""17003""","60.14","2021-01-14","","New York Times","United States"
"County","Bond","IL","17005","=""17005""","12.20","2021-01-14","","New York Times","United States"
"County","Boone","IL","17007","=""17007""","-6.08","2021-01-14","","New York Times","United States"
"County","Brown","IL","17009","=""17009""","494.41","2021-01-14","","New York Times","United States"
"County","Bureau","IL","17011","=""17011""","-62.02","2021-01-14","","New York Times","United States"
"County","Calhoun","IL","17013","=""17013""","11.14","2021-01-14","","New York Times","United States"
"County","Carroll","IL","17015","=""17015""","0.00","2021-01-14","","New York Times","United States"
"County","Cass","IL","17017","=""17017""","-44.56","2021-01-14","","New York Times","United States"
"County","Champaign","IL","17019","=""17019""","21.24","2021-01-14","","New York Times","United States"
"County","Christian","IL","17021","=""17021""","36.80","2021-01-14","","New York Times","United States"
"County","Clark","IL","17023","=""17023""","7.52","2021-01-14","","New York Times","United States"
"County","Clay","IL","17025","=""17025""","-11.73","2021-01-14","","New York Times","United States"
"County","Clinton","IL","17027","=""17027""","20.76","2021-01-14","","New York Times","United States"
"County","Coles","IL","17029","=""17029""","4.18","2021-01-14","","New York Times","United States"
"County","Cook","IL","17031","=""17031""","22.85","2021-01-14","","New York Times","United States"
"County","Crawford","IL","17033","=""17033""","11.67","2021-01-14","","New York Times","United States"
"County","Cumberland","IL","17035","=""17035""","37.65","2021-01-14","","New York Times","United States"
"County","DeKalb","IL","17037","=""17037""","7.81","2021-01-14","","New York Times","United States"
"County","De Witt","IL","17039","=""17039""","96.10","2021-01-14","","New York Times","United States"
"County","Douglas","IL","17041","=""17041""","-35.64","2021-01-14","","New York Times","United States"
"County","DuPage","IL","17043","=""17043""","11.68","2021-01-14","","New York Times","United States"
"County","Edgar","IL","17045","=""17045""","-29.97","2021-01-14","","New York Times","United States"
"County","Edwards","IL","17047","=""17047""","-37.20","2021-01-14","","New York Times","United States"
"County","Effingham","IL","17049","=""17049""","-1.86","2021-01-14","","New York Times","United States"
"County","Fayette","IL","17051","=""17051""","-13.02","2021-01-14","","New York Times","United States"
"County","Ford","IL","17053","=""17053""","-9.16","2021-01-14","","New York Times","United States"
"County","Franklin","IL","17055","=""17055""","-25.77","2021-01-14","","New York Times","United States"
"County","Fulton","IL","17057","=""17057""","-63.50","2021-01-14","","New York Times","United States"
"County","Gallatin","IL","17059","=""17059""","-49.87","2021-01-14","","New York Times","United States"
"County","Greene","IL","17061","=""17061""","96.61","2021-01-14","","New York Times","United States"
"County","Grundy","IL","17063","=""17063""","23.99","2021-01-14","","New York Times","United States"
"County","Hamilton","IL","17065","=""17065""","46.66","2021-01-14","","New York Times","United States"
"County","Hancock","IL","17067","=""17067""","-19.44","2021-01-14","","New York Times","United States"
"County","Hardin","IL","17069","=""17069""","293.00","2021-01-14","","New York Times","United States"
"County","Henderson","IL","17071","=""17071""","68.82","2021-01-14","","New York Times","United States"
"County","Henry","IL","17073","=""17073""","-1.51","2021-01-14","","New York Times","United States"
"County","Iroquois","IL","17075","=""17075""","-9.43","2021-01-14","","New York Times","United States"
"County","Jackson","IL","17077","=""17077""","46.83","2021-01-14","","New York Times","United States"
"County","Jasper","IL","17079","=""17079""","80.11","2021-01-14","","New York Times","United States"
"County","Jefferson","IL","17081","=""17081""","45.07","2021-01-14","","New York Times","United States"
"County","Jersey","IL","17083","=""17083""","-18.92","2021-01-14","","New York Times","United States"
"County","Jo Daviess","IL","17085","=""17085""","96.50","2021-01-14","","New York Times","United States"
"County","Johnson","IL","17087","=""17087""","95.49","2021-01-14","","New York Times","United States"
"County","Kane","IL","17089","=""17089""","11.75","2021-01-14","","New York Times","United States"
"County","Kankakee","IL","17091","=""17091""","6.76","2021-01-14","","New York Times","United States"
"County","Kendall","IL","17093","=""17093""","-37.37","2021-01-14","","New York Times","United States"
"County","Knox","IL","17095","=""17095""","40.85","2021-01-14","","New York Times","United States"
"County","Lake","IL","17097","=""17097""","17.27","2021-01-14","","New York Times","United States"
"County","LaSalle","IL","17099","=""17099""","26.48","2021-01-14","","New York Times","United States"
"County","Lawrence","IL","17101","=""17101""","-55.62","2021-01-14","","New York Times","United States"
"County","Lee","IL","17103","=""17103""","48.61","2021-01-14","","New York Times","United States"
"County","Livingston","IL","17105","=""17105""","70.63","2021-01-14","","New York Times","United States"
"County","Logan","IL","17107","=""17107""","27.11","2021-01-14","","New York Times","United States"
"County","McDonough","IL","17109","=""17109""","55.17","2021-01-14","","New York Times","United States"
"County","McHenry","IL","17111","=""17111""","16.82","2021-01-14","","New York Times","United States"
"County","McLean","IL","17113","=""17113""","14.14","2021-01-14","","New York Times","United States"
"County","Macon","IL","17115","=""17115""","59.48","2021-01-14","","New York Times","United States"
"County","Macoupin","IL","17117","=""17117""","66.64","2021-01-14","","New York Times","United States"
"County","Madison","IL","17119","=""17119""","42.16","2021-01-14","","New York Times","United States"
"County","Marion","IL","17121","=""17121""","31.95","2021-01-14","","New York Times","United States"
"County","Marshall","IL","17123","=""17123""","69.93","2021-01-14","","New York Times","United States"
"County","Mason","IL","17125","=""17125""","-20.24","2021-01-14","","New York Times","United States"
"County","Massac","IL","17127","=""17127""","14.01","2021-01-14","","New York Times","United States"
"County","Menard","IL","17129","=""17129""","133.10","2021-01-14","","New York Times","United States"
"County","Mercer","IL","17131","=""17131""","60.72","2021-01-14","","New York Times","United States"
"County","Monroe","IL","17133","=""17133""","-11.09","2021-01-14","","New York Times","United States"
"County","Montgomery","IL","17135","=""17135""","6.63","2021-01-14","","New York Times","United States"
"County","Morgan","IL","17137","=""17137""","41.58","2021-01-14","","New York Times","United States"
"County","Moultrie","IL","17139","=""17139""","-16.60","2021-01-14","","New York Times","United States"
"County","Ogle","IL","17141","=""17141""","-13.08","2021-01-14","","New York Times","United States"
"County","Peoria","IL","17143","=""17143""","20.16","2021-01-14","","New York Times","United States"
"County","Perry","IL","17145","=""17145""","-41.30","2021-01-14","","New York Times","United States"
"County","Piatt","IL","17147","=""17147""","20.35","2021-01-14","","New York Times","United States"
"County","Pike","IL","17149","=""17149""","-37.16","2021-01-14","","New York Times","United States"
"County","Pope","IL","17151","=""17151""","0.00","2021-01-14","","New York Times","United States"
"County","Pulaski","IL","17153","=""17153""","7.53","2021-01-14","","New York Times","United States"
"County","Putnam","IL","17155","=""17155""","-14.50","2021-01-14","","New York Times","United States"
"County","Randolph","IL","17157","=""17157""","1.66","2021-01-14","","New York Times","United States"
"County","Richland","IL","17159","=""17159""","7.82","2021-01-14","","New York Times","United States"
"County","Rock Island","IL","17161","=""17161""","-4.72","2021-01-14","","New York Times","United States"
"County","St. Clair","IL","17163","=""17163""","32.65","2021-01-14","","New York Times","United States"
"County","Saline","IL","17165","=""17165""","-30.81","2021-01-14","","New York Times","United States"
"County","Sangamon","IL","17167","=""17167""","22.34","2021-01-14","","New York Times","United States"
"County","Schuyler","IL","17169","=""17169""","77.82","2021-01-14","","New York Times","United States"
"County","Scott","IL","17171","=""17171""","15.03","2021-01-14","","New York Times","United States"
"County","Shelby","IL","17173","=""17173""","46.43","2021-01-14","","New York Times","United States"
"County","Stark","IL","17175","=""17175""","-64.56","2021-01-14","","New York Times","United States"
"County","Stephenson","IL","17177","=""17177""","-0.79","2021-01-14","","New York Times","United States"
"County","Tazewell","IL","17179","=""17179""","-13.42","2021-01-14","","New York Times","United States"
"County","Union","IL","17181","=""17181""","-3.56","2021-01-14","","New York Times","United States"
"County","Vermilion","IL","17183","=""17183""","-8.21","2021-01-14","","New York Times","United States"
"County","Wabash","IL","17185","=""17185""","-31.81","2021-01-14","","New York Times","United States"
"County","Warren","IL","17187","=""17187""","-33.33","2021-01-14","","New York Times","United States"
"County","Washington","IL","17189","=""17189""","6.40","2021-01-14","","New York Times","United States"
"County","Wayne","IL","17191","=""17191""","35.25","2021-01-14","","New York Times","United States"
"County","White","IL","17193","=""17193""","40.33","2021-01-14","","New York Times","United States"
"County","Whiteside","IL","17195","=""17195""","-22.58","2021-01-14","","New York Times","United States"
"County","Will","IL","17197","=""17197""","18.05","2021-01-14","","New York Times","United States"
"County","Williamson","IL","17199","=""17199""","-15.11","2021-01-14","","New York Times","United States"
"County","Winnebago","IL","17201","=""17201""","28.16","2021-01-14","","New York Times","United States"
"County","Woodford","IL","17203","=""17203""","-12.28","2021-01-14","","New York Times","United States"
"County","Adams","IN","18001","=""18001""","40.22","2021-01-14","","New York Times","United States"
"County","Allen","IN","18003","=""18003""","26.16","2021-01-14","","New York Times","United States"
"County","Bartholomew","IN","18005","=""18005""","31.04","2021-01-14","","New York Times","United States"
"County","Benton","IN","18007","=""18007""","51.93","2021-01-14","","New York Times","United States"
"County","Blackford","IN","18009","=""18009""","32.07","2021-01-14","","New York Times","United States"
"County","Boone","IN","18011","=""18011""","12.76","2021-01-14","","New York Times","United States"
"County","Brown","IN","18013","=""18013""","-33.36","2021-01-14","","New York Times","United States"
"County","Carroll","IN","18015","=""18015""","-32.32","2021-01-14","","New York Times","United States"
"County","Cass","IN","18017","=""18017""","30.96","2021-01-14","","New York Times","United States"
"County","Clark","IN","18019","=""18019""","22.66","2021-01-14","","New York Times","United States"
"County","Clay","IN","18021","=""18021""","64.18","2021-01-14","","New York Times","United States"
"County","Clinton","IN","18023","=""18023""","-1.80","2021-01-14","","New York Times","United States"
"County","Crawford","IN","18025","=""18025""","64.09","2021-01-14","","New York Times","United States"
"County","Daviess","IN","18027","=""18027""","33.64","2021-01-14","","New York Times","United States"
"County","Dearborn","IN","18029","=""18029""","6.98","2021-01-14","","New York Times","United States"
"County","Decatur","IN","18031","=""18031""","-3.27","2021-01-14","","New York Times","United States"
"County","DeKalb","IN","18033","=""18033""","3.76","2021-01-14","","New York Times","United States"
"County","Delaware","IN","18035","=""18035""","30.13","2021-01-14","","New York Times","United States"
"County","Dubois","IN","18037","=""18037""","-23.66","2021-01-14","","New York Times","United States"
"County","Elkhart","IN","18039","=""18039""","5.01","2021-01-14","","New York Times","United States"
"County","Fayette","IN","18041","=""18041""","-30.33","2021-01-14","","New York Times","United States"
"County","Floyd","IN","18043","=""18043""","30.33","2021-01-14","","New York Times","United States"
"County","Fountain","IN","18045","=""18045""","20.23","2021-01-14","","New York Times","United States"
"County","Franklin","IN","18047","=""18047""","-19.97","2021-01-14","","New York Times","United States"
"County","Fulton","IN","18049","=""18049""","31.78","2021-01-14","","New York Times","United States"
"County","Gibson","IN","18051","=""18051""","54.73","2021-01-14","","New York Times","United States"
"County","Grant","IN","18053","=""18053""","2.11","2021-01-14","","New York Times","United States"
"County","Greene","IN","18055","=""18055""","39.42","2021-01-14","","New York Times","United States"
"County","Hamilton","IN","18057","=""18057""","5.65","2021-01-14","","New York Times","United States"
"County","Hancock","IN","18059","=""18059""","10.21","2021-01-14","","New York Times","United States"
"County","Harrison","IN","18061","=""18061""","14.70","2021-01-14","","New York Times","United States"
"County","Hendricks","IN","18063","=""18063""","13.45","2021-01-14","","New York Times","United States"
"County","Henry","IN","18065","=""18065""","-19.63","2021-01-14","","New York Times","United States"
"County","Howard","IN","18067","=""18067""","22.62","2021-01-14","","New York Times","United States"
"County","Huntington","IN","18069","=""18069""","10.91","2021-01-14","","New York Times","United States"
"County","Jackson","IN","18071","=""18071""","3.88","2021-01-14","","New York Times","United States"
"County","Jasper","IN","18073","=""18073""","5.87","2021-01-14","","New York Times","United States"
"County","Jay","IN","18075","=""18075""","33.33","2021-01-14","","New York Times","United States"
"County","Jefferson","IN","18077","=""18077""","-16.58","2021-01-14","","New York Times","United States"
"County","Jennings","IN","18079","=""18079""","70.72","2021-01-14","","New York Times","United States"
"County","Johnson","IN","18081","=""18081""","3.61","2021-01-14","","New York Times","United States"
"County","Knox","IN","18083","=""18083""","18.27","2021-01-14","","New York Times","United States"
"County","Kosciusko","IN","18085","=""18085""","107.34","2021-01-14","","New York Times","United States"
"County","LaGrange","IN","18087","=""18087""","18.34","2021-01-14","","New York Times","United States"
"County","Lake","IN","18089","=""18089""","2.31","2021-01-14","","New York Times","United States"
"County","LaPorte","IN","18091","=""18091""","14.07","2021-01-14","","New York Times","United States"
"County","Lawrence","IN","18093","=""18093""","-26.51","2021-01-14","","New York Times","United States"
"County","Madison","IN","18095","=""18095""","10.88","2021-01-14","","New York Times","United States"
"County","Marion","IN","18097","=""18097""","6.98","2021-01-14","","New York Times","United States"
"County","Marshall","IN","18099","=""18099""","17.96","2021-01-14","","New York Times","United States"
"County","Martin","IN","18101","=""18101""","-33.38","2021-01-14","","New York Times","United States"
"County","Miami","IN","18103","=""18103""","20.29","2021-01-14","","New York Times","United States"
"County","Monroe","IN","18105","=""18105""","60.71","2021-01-14","","New York Times","United States"
"County","Montgomery","IN","18107","=""18107""","24.08","2021-01-14","","New York Times","United States"
"County","Morgan","IN","18109","=""18109""","35.99","2021-01-14","","New York Times","United States"
"County","Newton","IN","18111","=""18111""","-3.77","2021-01-14","","New York Times","United States"
"County","Noble","IN","18113","=""18113""","-3.63","2021-01-14","","New York Times","United States"
"County","Ohio","IN","18115","=""18115""","7.82","2021-01-14","","New York Times","United States"
"County","Orange","IN","18117","=""18117""","0.00","2021-01-14","","New York Times","United States"
"County","Owen","IN","18119","=""18119""","-13.33","2021-01-14","","New York Times","United States"
"County","Parke","IN","18121","=""18121""","14.01","2021-01-14","","New York Times","United States"
"County","Perry","IN","18123","=""18123""","65.70","2021-01-14","","New York Times","United States"
"County","Pike","IN","18125","=""18125""","14.96","2021-01-14","","New York Times","United States"
"County","Porter","IN","18127","=""18127""","9.26","2021-01-14","","New York Times","United States"
"County","Posey","IN","18129","=""18129""","4.73","2021-01-14","","New York Times","United States"
"County","Pulaski","IN","18131","=""18131""","2.18","2021-01-14","","New York Times","United States"
"County","Putnam","IN","18133","=""18133""","15.89","2021-01-14","","New York Times","United States"
"County","Randolph","IN","18135","=""18135""","75.03","2021-01-14","","New York Times","United States"
"County","Ripley","IN","18137","=""18137""","16.47","2021-01-14","","New York Times","United States"
"County","Rush","IN","18139","=""18139""","-5.98","2021-01-14","","New York Times","United States"
"County","St. Joseph","IN","18141","=""18141""","30.03","2021-01-14","","New York Times","United States"
"County","Scott","IN","18143","=""18143""","27.29","2021-01-14","","New York Times","United States"
"County","Shelby","IN","18145","=""18145""","13.33","2021-01-14","","New York Times","United States"
"County","Spencer","IN","18147","=""18147""","-24.37","2021-01-14","","New York Times","United States"
"County","Starke","IN","18149","=""18149""","21.70","2021-01-14","","New York Times","United States"
"County","Steuben","IN","18151","=""18151""","-20.45","2021-01-14","","New York Times","United States"
"County","Sullivan","IN","18153","=""18153""","-5.46","2021-01-14","","New York Times","United States"
"County","Switzerland","IN","18155","=""18155""","37.65","2021-01-14","","New York Times","United States"
"County","Tippecanoe","IN","18157","=""18157""","7.57","2021-01-14","","New York Times","United States"
"County","Tipton","IN","18159","=""18159""","28.12","2021-01-14","","New York Times","United States"
"County","Union","IN","18161","=""18161""","4.08","2021-01-14","","New York Times","United States"
"County","Vanderburgh","IN","18163","=""18163""","1.87","2021-01-14","","New York Times","United States"
"County","Vermillion","IN","18165","=""18165""","-25.93","2021-01-14","","New York Times","United States"
"County","Vigo","IN","18167","=""18167""","-13.58","2021-01-14","","New York Times","United States"
"County","Wabash","IN","18169","=""18169""","39.37","2021-01-14","","New York Times","United States"
"County","Warren","IN","18171","=""18171""","-25.39","2021-01-14","","New York Times","United States"
"County","Warrick","IN","18173","=""18173""","10.15","2021-01-14","","New York Times","United States"
"County","Washington","IN","18175","=""18175""","39.73","2021-01-14","","New York Times","United States"
"County","Wayne","IN","18177","=""18177""","-3.49","2021-01-14","","New York Times","United States"
"County","Wells","IN","18179","=""18179""","129.91","2021-01-14","","New York Times","United States"
